"PSS EX1 Return for 2004-05","...2","...3","...4","...5","...6","...7"
"Data item description","Data item data","Enter Y if column C is based on average number of supported residents","Enter A if column C is an adjusted version of the source figure","Where used",NA,NA
NA,NA,NA,NA,"Unit costs rows","PAF Indicator(s)","BVPI(s)"
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
"please select your council name from the cover sheet prior to entering data",NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
"Services for adults and older people",NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
"KS1 (Data entry sheet)","North Somerset UA",NA,NA,NA,NA,NA
"Supported residents",NA,NA,NA,NA,NA,NA
"Number of weeks* spent in residential and nursing care (both permanent and temporary)",NA,NA,NA,NA,NA,NA
"- row 18 (residents aged 65 and over)","51454","Y",NA,"2.1, 2.1A, 2.2, 2.2A","B12, B13","52"
"- residents aged 18 to 64 with",NA,NA,NA,NA,NA,NA
"- row 20 (learning disability)","13847","Y",NA,"2.1, 2.1A, 2.7, 2.7A","B12","52"
"- row 21 (mental health problems)","5677","Y",NA,"2.1, 2.1A, 2.12, 2.12A","B12","52"
"- row 22 (physical disability)","2156","Y",NA,"2.1, 2.1A, 2.17, 2.17A","B12","52"
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
"Services for children",NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
"SSDA903 on a 100% count basis",NA,NA,NA,NA,NA,NA
"Count of total number of days during year that CLA spent in placements (excluding children accommodated under a series of short term breaks (legal status V3 and V4) and Unaccompanied Asylum Seeking Children)",NA,NA,NA,NA,NA,NA
"- A1 (placed for adoption) - own provision","2743",NA,NA,"1.1, 1.3, 1.4","B8","51"
"- A1 (placed for adoption) - provision by others","1089",NA,NA,"1.1, 1.3, 1.5","B8","51"
"- F1, F2, F4, F5 (own provision foster placements)","36016",NA,NA,"1.1, 1.3, 1.4","B8","51"
"- F3, F6 (foster placements provided by others)","6157",NA,NA,"1.1, 1.3, 1.5","B8","51"
"- H3 to H5 (homes, hostels etc) - own provision","0",NA,NA,"1.1, 1.2, 1.2A","B8","51"
"- H3 to H5 (homes, hostels etc) - provision by others","4530",NA,NA,"1.1, 1.2, 1.2B","B8","51"
"- S1 (residential schools) - own provision","0",NA,NA,"1.1, 1.2, 1.2A","B8","51"
"- S1 (residential schools) - provision by others","0",NA,NA,"1.1, 1.2, 1.2B","B8","51"
NA,NA,NA,NA,NA,NA,NA
"- H1, H2 (secure accommodation (welfare))","59",NA,NA,"1.6000000000000001",NA,NA
"CPR3",NA,NA,NA,NA,NA,NA
"Part A 1.Total number of referrals of children who have been the subject of referral (including re-referrals) in the year","1139",NA,NA,NA,NA,NA
"Part A 2.Total number of initial assessments of children receiving initial assessment in the year (sum of ""completed within 7 working days of referral"" and ""other initial assessments completed in the year"")","977",NA,NA,NA,NA,NA
"Other",NA,NA,NA,NA,NA,NA
"Children and their families - number of reviews during year","1335",NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
"Number of nights children looked after (other than Unacommpanied Asylum Seeking Children) spent in short term placements (SSDA 903 legal status V1) under Reg 13 of the Arrangement for Placement of Children Regulations 1991 (including in respite placements under Section 20)",NA,NA,NA,NA,NA,NA
"- Own provision Foster placements (SSDA 903 placement codes F1, F2, F4, F5)","423",NA,NA,"1.1, 1.3, 1.4","B8","51"
"- Provision by others Foster placements (SSDA 903 placement codes F3, F6)","75",NA,NA,"1.1, 1.3, 1.5","B8","51"
"- Own provision Children's homes (SSDA 903 placement codes H3 to H5)","0",NA,NA,"1.1, 1.2, 1.2A","B8","51"
"- Provision by others Children's homes (SSDA 903 placement codes H3 to H5)","1564",NA,NA,"1.1, 1.2, 1.2B","B8","51"
"Receiving direct payments at 31 March 2005",NA,NA,NA,NA,NA,NA
"Disabled children (aged 16-17)","0",NA,NA,"1.8",NA,NA
"Carers (eg parents) of disabled children","16",NA,NA,"1.8",NA,NA
NA,NA,NA,NA,NA,NA,NA
"Services for adults and older people",NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
"HH1",NA,NA,NA,NA,NA,NA
"Table 1 line 4 column A (Total hours, LA)","3261",NA,NA,"2.22, 2.23","B17",NA
"Table 1 line 4 column B (Total hours, Independent sector)","3579",NA,NA,"2.22, 2.24","B17",NA
"Table 3B (Hhs receiving >10 hours and 6+ visits)","187",NA,NA,"2.1, 2.1A","B12","52"
"RAP",NA,NA,NA,NA,NA,NA
"Table R1 Box 1 (Total screened contacts of new clients passed on for further assessment or commissioning of service)","3011",NA,NA,NA,NA,NA
"Clients with completed assessments",NA,NA,NA,NA,NA,NA
"Table A1 Page 1 line 1 col 1 (18-64 pd)","279",NA,NA,NA,NA,NA
"Table A1 Page 1 line 9 col 1 (18-64 ld)","52",NA,NA,NA,NA,NA
"Table A1 Page 1 line 6 col 1 (18-64 mh)","55",NA,NA,NA,NA,NA
"Table A1 Page 1 line 10 col 1 (18-64 sm)","18",NA,NA,NA,NA,NA
"Table A1 Page 1 line 11 cols 2 + 3 (65+ col totals)","1752",NA,NA,NA,NA,NA
"Table A1 Page 2 Box 1 (Overall total of existing clients with reviews)","3209",NA,NA,NA,NA,NA
"Receiving services at 31 March 2005",NA,NA,NA,NA,NA,NA
"Table P2s Page 1 line 1 col 2 (18-64 pd home care)","95",NA,NA,"2.29",NA,NA
"Table P2s Page 1 line 1 col 3 (18-64 pd day care)","35",NA,NA,"2.4700000000000002",NA,NA
"Table P2s Page 2 line 1 col 1 (18-64 pd direct payments)","69",NA,NA,"2.3399999999999999",NA,NA
"Table P2s Page 1 line 9 col 2 (18-64 ld home care)","20",NA,NA,"2.27",NA,NA
"Table P2s Page 1 line 9 col 3 (18-64 ld day care)","245",NA,NA,"2.4500000000000002",NA,NA
"Table P2s Page 2 line 9 col 1 (18-64 ld direct payments)","23",NA,NA,"2.3199999999999998",NA,NA
"Table P2s Page 1 line 6 col 2 (18-64 mh home care)","30",NA,NA,"2.2799999999999998",NA,NA
"Table P2s Page 1 line 6 col 3 (18-64 mh day care)","8",NA,NA,"2.46",NA,NA
"Table P2s Page 2 line 6 col 1 (18-64 mh direct payments)","2",NA,NA,"2.3300000000000001",NA,NA
"Table P2s Page 2 line 11 col 1 (18-64 total direct payments)","94",NA,NA,NA,NA,NA
"Table P2s Pages 3 + 5 line 11 col 2 (65+ home care)","994",NA,NA,"2.2599999999999998",NA,NA
"Table P2s Pages 3 + 5 line 11 col 3 (65+ day care)","105",NA,NA,"2.4399999999999999",NA,NA
"Table P2s Pages 3 + 5 line 11 col 4 (65+ meals)","335",NA,NA,"2.5600000000000001",NA,NA
"Table P2s Pages 4 line 11 col 1 (65-74 direct payments)","11",NA,NA,"2.3100000000000001",NA,NA
"Table P2s Page 7 box 1 (75-84 direct payments)","6",NA,NA,"2.3100000000000001",NA,NA
"Table P2s Page 7 box 2 (85+ direct payments)","1",NA,NA,"2.3100000000000001",NA,NA
"Table P2s Pages 1 + 3 + 5 line 11 col 2 (all ages home care)","1139",NA,NA,"2.25",NA,NA
"Table P2s Pages 1 + 3 + 5 line 11 col 3 (all ages day care)","393",NA,NA,"2.4300000000000002",NA,NA
"Table P2s Pages 1 + 3 + 5 line 11 col 4 (all ages meals)","360",NA,NA,"2.5499999999999998",NA,NA
"Table P2s Pages 2 + 4 + 6 line 11 col 1 (all ages direct payments)","112",NA,NA,"2.30",NA,NA
"Other",NA,NA,NA,NA,NA,NA
"Total meals provided by LA per week on average during year","3222",NA,NA,"2.52A, 2.53",NA,NA
"Total meals provided by independent sector per week on average during year","0",NA,NA,"2.52A, 2.54",NA,NA
"Number of weeks supported residents spent in residential and nursing care (both permanent and temporary):",NA,NA,NA,NA,NA,NA
"residents aged 65 and over in nursing placements","22453",NA,NA,"2.2999999999999998",NA,NA
"residents aged 65 and over in own provision residential placements","936",NA,NA,"2.4, 2.5",NA,NA
"residents aged 65 and over in residential placements provided by others","28065",NA,NA,"2.4, 2.6",NA,NA
"pd residents aged 18-64 in nursing placements","1604",NA,NA,"2.1800000000000002",NA,NA
"pd residents aged 18-64 in own provision residential placements","0",NA,NA,"2.19, 2.20",NA,NA
"pd residents aged 18-64 in residential placements provided by others","552",NA,NA,"2.19, 2.21",NA,NA
"ld residents aged 18-64 in nursing placements","1509",NA,NA,"2.7999999999999998",NA,NA
"ld residents aged 18-64 in own provision residential placements","0",NA,NA,"2.9, 2.10",NA,NA
"ld residents aged 18-64 in residential placements provided by others","12338",NA,NA,"2.9, 2.11",NA,NA
"mh residents aged 18-64 in nursing placements","1726",NA,NA,"2.1299999999999999",NA,NA
"mh residents aged 18-64 in own provision residential placements","0",NA,NA,"2.14, 2.15",NA,NA
"mh residents aged 18-64 in residential placements provided by others","3951",NA,NA,"2.14, 2.16",NA,NA
"Number of day care sessions per week on average during the year",NA,NA,NA,NA,NA,NA
"clients aged 65 and over, own provision","..",NA,NA,"2.3500000000000001",NA,NA
"clients aged 65 and over, provision by others","..",NA,NA,"2.3599999999999999",NA,NA
"pd clients aged 18-64, own provision","..",NA,NA,"2.4100000000000001",NA,NA
"pd clients aged 18-64, provision by others","..",NA,NA,"2.4199999999999999",NA,NA
"ld clients aged 18-64, own provision","..",NA,NA,"2.3700000000000001",NA,NA
"ld clients aged 18-64, provision by others","..",NA,NA,"2.3799999999999999",NA,NA
"mh clients aged 18-64, own provision","..",NA,NA,"2.3900000000000001",NA,NA
"mh clients aged 18-64, provision by others","..",NA,NA,"2.40",NA,NA
"Referrals between 1 April 2004 and 31 March 2005",NA,NA,NA,NA,NA,NA
"Older people (aged 65 or over) including older mentally ill","4162",NA,NA,NA,NA,NA
"Adults aged under 65 with a physical disability or sensory impairment","579",NA,NA,NA,NA,NA
"Adults aged under 65 with learning disabilities","40",NA,NA,NA,NA,NA
"Adults aged under 65 with mental health needs","345",NA,NA,NA,NA,NA
"Reviews completed between 1 April 2004 and 1 April 2005",NA,NA,NA,NA,NA,NA
"Older people (aged 65 or over) including older mentally ill","2323",NA,NA,NA,NA,NA
"Adults aged under 65 with a physical disability or sensory impairment","423",NA,NA,NA,NA,NA
"Adults aged under 65 with learning disabilities","266",NA,NA,NA,NA,NA
"Adults aged under 65 with mental health needs","194",NA,NA,NA,NA,NA
"Full cost paying residents*",NA,NA,NA,NA,NA,NA
"Number of weeks spent in LA residential homes (both permanent and temporary placements) by",NA,NA,NA,NA,NA,NA
"- residents aged 65 and over","52","Y",NA,"2.1, 2.1A, 2.2, 2.2A, 2.4, 2.5","B12, B13","52"
"- residents aged 18 to 64 with",NA,NA,NA,NA,NA,NA
"- learning disabilities","0",NA,NA,"2.1, 2.1A, 2.7, 2.7A, 2.9, 2.10","B12","52"
"- mental health problems","0",NA,NA,"2.1, 2.1A, 2.12, 2.12A, 2.14, 2.15","B12","52"
"- physical disabilities","0",NA,NA,"2.1, 2.1A, 2.17, 2.17A, 2.19, 2.20","B12","52"
"Number of weeks spent in residential homes provided by others (both permanent and temporary placements) by residents whose full costs are included under expenditure (and income) by",NA,NA,NA,NA,NA,NA
"- residents aged 65 and over","0",NA,NA,"2.1, 2.1A, 2.2, 2.2A, 2.4, 2.6","B12, B13","52"
"- residents aged 18 to 64 with",NA,NA,NA,NA,NA,NA
"- learning disabilities","0",NA,NA,"2.1, 2.1A, 2.7, 2.7A, 2.9, 2.11","B12","52"
"- mental health problems","0",NA,NA,"2.1, 2.1A, 2.12, 2.12A, 2.14, 2.16","B12","52"
"- physical disabilities","0",NA,NA,"2.1, 2.1A, 2.17, 2.17A, 2.19, 2.21","B12","52"
"Number of weeks spent in nursing homes (both permanent and temporary placements) by residents whose full costs are included under expenditure (and income) by",NA,NA,NA,NA,NA,NA
"- residents aged 65 and over","0",NA,NA,"2.1, 2.1A, 2.2, 2.2A, 2.3","B12, B13","52"
"- residents aged 18 to 64 with",NA,NA,NA,NA,NA,NA
"- learning disabilities","0",NA,NA,"2.1, 2.1A. 2.7, 2.7A, 2.8","B12","52"
"- mental health problems","0",NA,NA,"2.1, 2.1A, 2.12, 2.12A, 2.13","B12","52"
"- physical disabilities","0",NA,NA,"2.1, 2.1A, 2.17, 2.17A, 2.18","B12","52"
"Residents wholly funded under Section 28(a)*",NA,NA,NA,NA,NA,NA
"Number of weeks spent in LA residential homes (both permanent and temporary placements) by",NA,NA,NA,NA,NA,NA
"- residents aged 65 and over","0",NA,NA,"2.1, 2.2, 2.4, 2.5","B12, B13","52"
"- residents aged 18 to 64 with",NA,NA,NA,NA,NA,NA
"- learning disabilities","0",NA,NA,"2.1, 2.7, 2.9, 2.10","B12","52"
"- mental health problems","0",NA,NA,"2.1, 2.12, 2.14, 2.15","B12","52"
"- physical disabilities","0",NA,NA,"2.1, 2.17, 2.19, 2.20","B12","52"
"Number of weeks spent in residential homes provided by others (both permanent and temporary placements) by residents whose full costs are included under expenditure (and income) by",NA,NA,NA,NA,NA,NA
"- residents aged 65 and over","0",NA,NA,"2.1, 2.2, 2.4, 2.6","B12, B13","52"
"- residents aged 18 to 64 with",NA,NA,NA,NA,NA,NA
"- learning disabilities","0",NA,NA,"2.1, 2.7, 2.9, 2.11","B12","52"
"- mental health problems","0",NA,NA,"2.1, 2.12, 2.14, 2.16","B12","52"
"- physical disabilities","0",NA,NA,"2.1, 2.17, 2.19, 2.21","B12","52"
"Number of weeks spent in nursing homes (both permanent and temporary placements) by residents whose full costs are included under expenditure (and income) by",NA,NA,NA,NA,NA,NA
"- residents aged 65 and over","0",NA,NA,"2.1, 2.2, 2.3","B12, B13","52"
"- residents aged 18 to 64 with",NA,NA,NA,NA,NA,NA
"- learning disabilities","0",NA,NA,"2.1, 2.7, 2.8","B12","52"
"- mental health problems","0",NA,NA,"2.1, 2.12, 2.13","B12","52"
"- physical disabilities","0",NA,NA,"2.1, 2.17, 2.18","B12","52"
"Actual hours of home care provided during the year",NA,NA,NA,NA,NA,NA
"- provided by the Council","157924",NA,NA,"2.22A, 2.23A",NA,NA
"- provided by the independent sector","184340",NA,NA,"2.22A, 2.24A",NA,NA
"Receiving direct payments at 31 March 2005",NA,NA,NA,NA,NA,NA
"Young carers (aged 16-17)","0",NA,NA,"1.8",NA,NA
"Carers (for carers services)","16",NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
"* Average number of residents multiplied by 52 may be used if number of weeks is not available; if this is used, please enter Y in column D.",NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
"For any items above for which you adjust a figure from the source shown (eg to allow for a distorting factor) and enter A in column E, give details below",NA,NA,NA,NA,NA,NA
"Line no above","Source","Figure","Size of","Reason for adjustment",NA,NA
NA,"figure","entered","adjustment",NA,NA,NA
NA,NA,"above",NA,NA,NA,NA
"Â© 2006, NHS Health and Social Care Information Centre, Social Care Statistics. All rights reserved.",NA,NA,NA,NA,NA,NA
